tweet_id,user_id,camp_type,community,aspect_prompt
1661258413521911808,1177305456,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: ['black lives matter', 'blm'], neutral entities: [] based on following aspects pro aspects: ['brother'], anti aspects: [], neutral aspects: ['history']"
1661915957495840768,1193077441914429440,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['blm', 'democrats'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['abortion', 'healthcare', 'lgbtq', 'human rights', 'vote', 'civil rights', 'america'], anti aspects: [], neutral aspects: []"
1661407318108405769,388308836,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: ['california'] based on following aspects pro aspects: ['home'], anti aspects: [], neutral aspects: []"
1663228168931557376,592993491,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['ron desantis'], neutral entities: [] based on following aspects pro aspects: ['american'], anti aspects: [], neutral aspects: ['agenda', 'article']"
1663584196093263874,954769852920680448,BLM - Crossing,C4-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['christian'], anti aspects: [], neutral aspects: ['race']"
1664018124155518976,281826197,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['queen'] based on following aspects pro aspects: ['love', 'love'], anti aspects: [], neutral aspects: ['streets', 'retweet']"
1661840363479523328,1621279611006103552,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['president biden', 'biden family'], anti entities: ['president trump'], neutral entities: ['president'] based on following aspects pro aspects: ['son'], anti aspects: [], neutral aspects: []"
1661867475909353472,592993491,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['social security']"
1662201686616670211,4028751976,ALM - Crossing,C7-2,"ideology: 'right', pro entities: [], anti entities: ['democrat', 'newsom'], neutral entities: [] based on following aspects pro aspects: ['classrooms'], anti aspects: [], neutral aspects: ['governor']"
1662565061095743489,1420458337116770304,ALM - Crossing,C1-1,"ideology: 'right', pro entities: ['john sullivan'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['husband'], anti aspects: [], neutral aspects: []"
1661483292997337088,1552087572368818176,BLM - Bound,C3-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['country'] based on following aspects pro aspects: ['constitution'], anti aspects: [], neutral aspects: ['14th amendment']"
1661782792261316612,908182447,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['republicans'], neutral entities: [] based on following aspects pro aspects: ['children'], anti aspects: [], neutral aspects: ['scotus']"
1661590519313489921,2836421,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['civil rights'], anti aspects: [], neutral aspects: ['history']"
1661734967242809344,1374511196829741056,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['white'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['culture']"
1663302062216544257,1327979547883696128,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['memorial day'], anti aspects: [], neutral aspects: ['retweet']"
1663276622428946439,2155207283,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['president'] based on following aspects pro aspects: ['memorial day'], anti aspects: [], neutral aspects: []"
1663557542017122306,4127986343,BLM - Crossing,C4-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['christian'], anti aspects: [], neutral aspects: ['race']"
1663588047630245888,1598784817717514240,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: ['military'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1663597101798785041,904441159988252800,BLM - Crossing,C6-2,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: ['california', 'california'] based on following aspects pro aspects: ['nation'], anti aspects: [], neutral aspects: ['descendants']"
1663559587088461824,20211954,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['biden'], neutral entities: [] based on following aspects pro aspects: ['justice'], anti aspects: [], neutral aspects: []"
1663882908610752513,1337170681,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['gop', 'gop'], neutral entities: ['youth'] based on following aspects pro aspects: ['vote'], anti aspects: [], neutral aspects: []"
1661532536739332098,3164697739,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: ['ron desantis', 'elon musk'], neutral entities: ['florida', 'twitter', 'twitter'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['governor']"
1661900626433912838,1194152189142417408,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['republican'], neutral entities: ['texas', 'texas'] based on following aspects pro aspects: ['house'], anti aspects: [], neutral aspects: ['investigation']"
1662083494841835523,253106377,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['women'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['scotus']"
1661179830275129345,1096497128,BLM - Crossing,C6-2,"ideology: 'left', pro entities: [], anti entities: ['republicans'], neutral entities: [] based on following aspects pro aspects: ['reparations', 'reparations'], anti aspects: [], neutral aspects: []"
1661754486480683008,860673968847630336,BLM - Crossing,C6-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['africa'] based on following aspects pro aspects: ['catholic church', 'americas', 'reparations'], anti aspects: [], neutral aspects: []"
1662832905666609154,1216850960,BLM - Crossing,C2-2,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['school', 'children'], anti aspects: [], neutral aspects: []"
1663395874368815104,2221713020,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['voters'], anti aspects: [], neutral aspects: ['retweet']"
1663447835868536832,1264053850048266240,BLM - Crossing,C2-2,"ideology: 'left', pro entities: ['african americans'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['memorial day'], anti aspects: [], neutral aspects: []"
1661789584219406339,1558196780155736064,ALM - Crossing,C1-1,"ideology: 'right', pro entities: ['officers'], anti entities: [], neutral entities: ['white', 'military'] based on following aspects pro aspects: [], anti aspects: ['minority'], neutral aspects: []"
1661916088462868480,1592931042087911424,ALM - Crossing,C5-1,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: ['women', 'white'] based on following aspects pro aspects: ['vote'], anti aspects: [], neutral aspects: []"
1661974877379731456,3371829033,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['roe', 'wade'], anti entities: ['republicans'], neutral entities: ['women', 'women', 'men', 'congress'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1662132400082624512,1381760483133378560,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['facts'], anti aspects: [], neutral aspects: []"
1662609470789238785,328756439,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['black', 'black community'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['school', 'school', 'equality'], anti aspects: [], neutral aspects: []"
1661772386708910080,42772869,BLM - Crossing,C3-3,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['vote'], anti aspects: [], neutral aspects: []"
1662892585029861377,220356541,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['women', 'woman'] based on following aspects pro aspects: ['police', 'work'], anti aspects: [], neutral aspects: []"
1662915547972120577,1490772343161073664,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['nation'], anti aspects: [], neutral aspects: ['text']"
1663329825942274048,1484064226297942016,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['trump', 'trump'], neutral entities: [] based on following aspects pro aspects: ['evidence'], anti aspects: [], neutral aspects: ['witness', 'court']"
1663955979652694045,2517897416,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['republican'], neutral entities: [] based on following aspects pro aspects: ['bill', 'house', 'nation'], anti aspects: [], neutral aspects: []"
1664021134969393152,376342196,BLM - Crossing,C2-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['man', 'boy', 'boy', 'man', 'boys', 'man', 'white'] based on following aspects pro aspects: [], anti aspects: ['police'], neutral aspects: []"
1663988230398812168,265253027,BLM - Crossing,C2-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['home', 'family'], anti aspects: ['police'], neutral aspects: []"
1661327731387428865,735636196290756608,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['religion'], anti aspects: [], neutral aspects: []"
1661824395038576642,1621279611006103552,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['desantis', 'donald trump'], neutral entities: ['florida', 'president'] based on following aspects pro aspects: ['book'], anti aspects: [], neutral aspects: ['culture']"
1661450759546851335,1514803698,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['abortion', 'laws'], anti aspects: [], neutral aspects: ['politicians']"
1661348568223956993,908182447,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['republican party', 'republicans'], neutral entities: [] based on following aspects pro aspects: ['books', 'school'], anti aspects: [], neutral aspects: []"
1662547102977671168,592993491,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['gop'], neutral entities: [] based on following aspects pro aspects: ['family'], anti aspects: [], neutral aspects: ['race', 'neighbors']"
1662605937700478976,301048344,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['gop', 'trump'], neutral entities: ['texas'] based on following aspects pro aspects: ['house'], anti aspects: [], neutral aspects: []"
1661492089929224192,1358438815308783616,ALM - Crossing,C1-2,"ideology: 'right', pro entities: ['police officers', 'cops'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['black lives'], anti aspects: ['black lives'], neutral aspects: []"
1663650368469843968,874006150399877120,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['home'], anti aspects: [], neutral aspects: []"
1661461957264777218,1560523532496404480,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: [] based on following aspects pro aspects: ['election'], anti aspects: [], neutral aspects: ['news']"
1661756310365392897,987412938490302464,BLM - Crossing,C6-1,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: ['new orleans'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['tv', 'governor']"
1662979280123359232,570293209,ALM - Crossing,C1-3,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['christian', 'god', 'god'], anti aspects: [], neutral aspects: ['race']"
1662842018496671744,264861120,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['christian', 'church', 'children'], anti aspects: [], neutral aspects: []"
1663167947701993474,1564681152895516672,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['military'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1663633350878167042,1193077441914429440,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['democrats'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['freedom', 'constitution'], anti aspects: [], neutral aspects: []"
1661170634133495812,234598379,BLM - Bound,C2-2,"ideology: 'left', pro entities: ['roe', 'dems'], anti entities: ['desantis', 'gop'], neutral entities: ['guy', 'guy'] based on following aspects pro aspects: ['equality'], anti aspects: [], neutral aspects: ['scotus']"
1661417973091794957,4326150502,BLM - Crossing,C6-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['ancestors'], anti aspects: [], neutral aspects: []"
1661828972748095493,1170829890246983680,BLM - Crossing,C3-3,"ideology: 'left', pro entities: [], anti entities: ['gop'], neutral entities: [] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['govt', 'money']"
1661825740109651985,85568680,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['democrat'], anti entities: [], neutral entities: ['congress'] based on following aspects pro aspects: ['house', 'democracy', 'freedom', 'veterans', 'healthcare'], anti aspects: [], neutral aspects: []"
1661242332505853952,579279663,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['police', 'vote', 'police'], anti aspects: [], neutral aspects: []"
1662940565582016513,1644098737558437888,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['republicans'], neutral entities: [] based on following aspects pro aspects: ['veterans'], anti aspects: [], neutral aspects: ['cost', 'cost']"
1663251007868895238,1032027278094610432,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['white', 'man', 'women'] based on following aspects pro aspects: ['son'], anti aspects: [], neutral aspects: ['interview']"
1663933676529254405,1371206128026193920,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['christians'], anti aspects: [], neutral aspects: ['players']"
1664043901773045761,1867596428,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['trump'], neutral entities: [] based on following aspects pro aspects: ['house'], anti aspects: [], neutral aspects: []"
1664026670590820353,949407894394556416,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: ['black'], neutral entities: ['ukraine', 'ukraine'] based on following aspects pro aspects: ['nation'], anti aspects: [], neutral aspects: []"
1661817410691776512,1556659291293097984,BLM - Bound,C3-2,"ideology: 'left', pro entities: ['democrats'], anti entities: ['republicans', 'putin'], neutral entities: ['country'] based on following aspects pro aspects: ['world', 'freedom', 'vote', 'abortion'], anti aspects: [], neutral aspects: []"
1661386639849955328,1326692465173262336,BLM - Bound,C3-3,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['catholic church', 'baby', 'life'], anti aspects: [], neutral aspects: []"
1662152805941903362,611263600,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['biden'], anti entities: ['officers'], neutral entities: [] based on following aspects pro aspects: ['school', 'teacher', 'jobs', 'job'], anti aspects: ['law enforcement'], neutral aspects: []"
1663037811552034816,281826197,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['women'] based on following aspects pro aspects: ['abortion', 'judge', 'law', 'law', 'law'], anti aspects: [], neutral aspects: ['governor']"
1663708426164400129,760694335356690432,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['gop'], neutral entities: ['government', 'government'] based on following aspects pro aspects: ['house', 'world', 'america'], anti aspects: [], neutral aspects: ['economy']"
1663720832185532416,329245246,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['republicans', 'republican'], neutral entities: [] based on following aspects pro aspects: ['house', 'election', 'election'], anti aspects: [], neutral aspects: []"
1663871354976849920,1611023523295764480,ALM - Crossing,C5-2,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: [] based on following aspects pro aspects: ['diversity'], anti aspects: [], neutral aspects: []"
1663862473055694850,16538546,ALM - Crossing,C1-1,"ideology: 'right', pro entities: ['russia'], anti entities: [], neutral entities: ['white', 'military'] based on following aspects pro aspects: ['police', 'children', 'children', 'parent'], anti aspects: [], neutral aspects: []"
1663981197737771008,1353077151856123904,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['fact', 'fact', 'fact'], anti aspects: [], neutral aspects: []"
1663310238764654593,118619214,BLM - Crossing,C6-1,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['judge'], anti aspects: [], neutral aspects: ['story']"
1663925458667225089,770023328442621952,BLM - Crossing,C3-3,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['vote', 'voice'], anti aspects: [], neutral aspects: []"
1661442334238670861,1490153728875319296,BLM - Crossing,C3-3,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['books', 'kids'], anti aspects: [], neutral aspects: []"
1662232560699867136,281826197,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['credit'], anti aspects: [], neutral aspects: ['policies', 'likes', 'interest', 'economy']"
1662242750895468545,1867596428,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['gop'], neutral entities: [] based on following aspects pro aspects: ['memorial day', 'vote', 'vote'], anti aspects: [], neutral aspects: []"
1661468283738939396,1614046992,ALM - Crossing,C7-1,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: [] based on following aspects pro aspects: ['black lives'], anti aspects: ['black lives'], neutral aspects: ['agenda']"
1661419105046626304,1440726853300342784,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: ['black'], neutral entities: [] based on following aspects pro aspects: ['university', 'american'], anti aspects: [], neutral aspects: ['race']"
1661355135841255425,1367531,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['schools'], anti aspects: [], neutral aspects: []"
1661791430833213440,471535682,BLM - Crossing,C6-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['florida', 'christian school'] based on following aspects pro aspects: ['teacher', 'student'], anti aspects: [], neutral aspects: []"
1663226494942846976,592993491,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['love'], anti aspects: [], neutral aspects: ['tweet']"
1663877686895181831,1585795788638244864,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['fbi'] based on following aspects pro aspects: ['work'], anti aspects: [], neutral aspects: []"
1661859975142965252,1292476725977387008,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['congress'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['bills', 'social security']"
1662218226644959232,1516466156579606528,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['judge', 'abortion', 'law'], anti aspects: [], neutral aspects: ['governor', 'supreme court']"
1661369155382018050,1584923709185441792,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['elections'], anti aspects: [], neutral aspects: []"
1661461455000961032,843433646962999296,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['sheriffs'], neutral entities: [] based on following aspects pro aspects: ['law'], anti aspects: [], neutral aspects: ['movement']"
1662944508391174144,31897231,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['job'], anti aspects: [], neutral aspects: []"
1663671512333955073,833998650145546240,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['president'] based on following aspects pro aspects: ['election', 'job'], anti aspects: [], neutral aspects: []"
1663904270595260425,1551221602829885440,ALM - Crossing,C1-2,"ideology: 'right', pro entities: ['police officer'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['catholic church'], anti aspects: [], neutral aspects: []"
1663917382048284673,2155207283,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['republicans'], neutral entities: ['white house', 'government', 'opposition'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1661326482579288066,259395895,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['child'], anti aspects: [], neutral aspects: []"
1662155532105576448,1440519556213080064,ALM - Crossing,C7-1,"ideology: 'right', pro entities: [], anti entities: ['joe biden'], neutral entities: [] based on following aspects pro aspects: ['police', 'law enforcement'], anti aspects: [], neutral aspects: []"
1662545446181695488,279028135,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['health care', 'democracy'], anti aspects: [], neutral aspects: ['speech']"
1662581801263550464,208144189,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['voters', 'election', 'constitution', 'votes'], anti aspects: [], neutral aspects: []"
1662602276375089154,748362288,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['maga republicans'], neutral entities: [] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['economy']"
1662460530416578562,1602774967342583808,BLM - Crossing,C3-3,"ideology: 'left', pro entities: ['joe biden'], anti entities: ['gop'], neutral entities: [] based on following aspects pro aspects: ['voters', 'voters'], anti aspects: ['fox news'], neutral aspects: []"
1663644756138774529,2389738746,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['obama'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['law', 'professor', 'constitution'], anti aspects: [], neutral aspects: ['supreme court']"
1663684068939124738,1383647425,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['love'], anti aspects: [], neutral aspects: []"
1663994385913253888,85504593,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: ['gop'], neutral entities: [] based on following aspects pro aspects: ['democracy'], anti aspects: [], neutral aspects: []"
1663378127731716096,1597456474761940992,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['mom'], anti aspects: [], neutral aspects: ['business']"
1663965986196733963,611263600,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['gop'], neutral entities: [] based on following aspects pro aspects: ['truth', 'children'], anti aspects: [], neutral aspects: []"
1664058572383338496,592993491,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['congress'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1662903495031398401,51728851,BLM - Crossing,C3-3,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['jobs', 'families'], anti aspects: [], neutral aspects: ['social security']"
1663611579223474183,65159946,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['law', 'student'], anti aspects: [], neutral aspects: ['report']"
1663793795849412608,1235584294111850496,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['migrants', 'migrants'], anti entities: ['republicans', 'republicans'], neutral entities: [] based on following aspects pro aspects: ['border', 'work'], anti aspects: [], neutral aspects: []"
1661971360271462400,18025295,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['guy'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['governor']"
1662120342582620163,824417934059667456,BLM - Crossing,C4-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['uk'] based on following aspects pro aspects: ['christian'], anti aspects: [], neutral aspects: ['race', 'media']"
1661637726515650561,40203154,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['gop'], neutral entities: [] based on following aspects pro aspects: ['family'], anti aspects: [], neutral aspects: ['investigation']"
1661436762600734729,4239551,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['chicago'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1663886827475050496,735636196290756608,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['religion', 'church'], anti aspects: [], neutral aspects: ['politics']"
