tweet_id,user_id,camp_type,community,annotator_1,annotator_2,annotator_3,final_label,prediction
1653055635947245568,706649659071205376,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1654901650279079936,1493994606568030208,ALM - Crossing,C7-2,toxic,toxic,toxic,toxic,toxic
1657076176106430464,2345066354,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1654293644575137792,1479191597505990912,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1648452511010017281,17469289,ALM - Crossing,C1-1,non-toxic,toxic,toxic,toxic,toxic
1657182131011964929,1641633402498547712,ALM - Crossing,C7-1,toxic,toxic,toxic,toxic,toxic
1619317533135278080,40891771,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1657016622064754688,1552695105320095488,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653643129751236610,1149055773332451200,ALM - Crossing,C7-2,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1653592019065876480,1187835922118787072,ALM - Crossing,C1-1,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654837973425483777,1872188780,ALM - Crossing,C1-3,toxic,non-toxic,toxic,toxic,non-toxic
1655721220224983042,360868889,ALM - Crossing,C1-3,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653108884054106134,1066275282653536384,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1655530089604423687,1448792688518651904,ALM - Crossing,C7-1,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1656017915446009880,2449913803,ALM - Crossing,C1-1,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1652995505838858240,1348994790604632064,ALM - Crossing,C1-3,toxic,toxic,toxic,toxic,toxic
1655211011358568450,1384933637985079296,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1657369388075347968,1553843646,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1654507790403092480,818593572156911616,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,toxic
1653881682070589445,1394680198705123328,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659218828797292544,958783023268286464,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1654256479027830785,3096147528,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,non-toxic
1657009382738079751,1621898178713817088,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1567604666644725760,1098091506886471552,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1651249259705167873,339241927,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655584894448291841,1261270683285204992,ALM - Crossing,C5-1,toxic,non-toxic,toxic,toxic,toxic
1653838367535304704,4168430639,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1654900985448345601,1558263729913053184,ALM - Crossing,C1-2,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1655101499142287361,715850854943866880,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1657679693934391297,523248016,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657149967977553921,1297379002269589504,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656320690520309761,96015533,ALM - Crossing,C1-1,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1656358864155996164,23551268,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1657452402654474240,1001698421495955584,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1656039270669271057,1487264237248552960,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,non-toxic
1643794510512627714,450235955,ALM - Crossing,C7-1,toxic,non-toxic,toxic,toxic,toxic
1653536338220597249,2947732005,ALM - Crossing,C7-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656096391192539136,1488842418803777536,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1655599324149997572,1587563972340891648,ALM - Crossing,C7-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655866663030358016,65159946,ALM - Crossing,C1-1,toxic,non-toxic,toxic,toxic,toxic
1656032817367728128,581648101,ALM - Crossing,C5-2,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1652999424921030658,63277398,ALM - Crossing,C1-1,toxic,non-toxic,toxic,toxic,toxic
1637883704285724672,29097819,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653093192986951680,1544408838308171776,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654483463343583232,2282494952,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655191715035185153,455264233,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654196574464114688,16193763,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,non-toxic
1653515348942127106,1290880988420042752,ALM - Crossing,C1-2,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1654386591622651905,2623670842,ALM - Crossing,C7-2,toxic,toxic,toxic,toxic,toxic
1654720995930914817,1385460469209747712,ALM - Crossing,C5-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1600934060381319169,74964516,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1654532281799778304,304123273,ALM - Crossing,C7-2,non-toxic,toxic,toxic,toxic,toxic
1657738741467815940,34367582,ALM - Crossing,C1-1,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1655273892829618178,2838333676,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1656851217132257280,450235955,ALM - Crossing,C7-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656064359188103171,1054575953169604608,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1655579567052955648,895388295496073216,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657746057470550016,1228085121632350208,ALM - Crossing,C1-1,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655264048273932289,2304115179,ALM - Crossing,C1-2,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655355731854479363,1045355066138513408,ALM - Crossing,C5-1,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655636353344757767,27995424,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655826998344704002,1155499964862271488,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,non-toxic
1656759851874152453,1551221602829885440,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,non-toxic
1655600177799987200,711667461414916096,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1652819490357256199,810055220,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1262945321858093056,898239774028423168,ALM - Crossing,C5-1,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1656261729154924544,1557853988787089408,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1656976487566700544,22311924,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1656864708253691906,1519092104332423168,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653039458369826817,1504457747571613696,ALM - Crossing,C7-1,non-toxic,toxic,toxic,toxic,toxic
1416176095796281347,2835451658,ALM - Crossing,C1-1,toxic,non-toxic,toxic,toxic,toxic
1653394780703842311,110542860,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,non-toxic
1655825220924764161,80233893,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655317192601214977,1498378112169648128,ALM - Crossing,C7-1,toxic,toxic,toxic,toxic,non-toxic
1655612820006879232,2460401857,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1655357171813457920,888503349028560896,ALM - Crossing,C1-1,toxic,non-toxic,toxic,toxic,toxic
1655333119522635777,2174509045,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655650068987273217,1274805086284324864,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1643256702517518337,497088625,ALM - Crossing,C7-1,toxic,non-toxic,toxic,toxic,toxic
1657794213184978946,19211550,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1653149805743591426,20545835,ALM - Crossing,C1-1,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1656647133418909697,890061634181373952,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1654480780507193348,1326229737551912960,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657412928117657602,896731633704947712,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1653791196408340480,821557840401702912,ALM - Crossing,C1-2,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1654169609417654284,864241030744473600,ALM - Crossing,C1-2,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1655141525838241794,1183503749660205056,ALM - Crossing,C5-2,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1654193344413614080,1158433647323746304,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1654240933549080576,1434701067749527552,ALM - Crossing,C1-1,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1652713970896101377,31667539,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1654505376031600640,15212187,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1657147175984398341,1527241233545969664,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,non-toxic
1654260851476398080,523248016,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656883030303076352,1309107940335509504,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,non-toxic
1653207989312946176,1475258315638726912,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653026352147181568,1598104317814243328,ALM - Crossing,C7-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655036358459813889,1469242120531632128,ALM - Crossing,C1-1,toxic,non-toxic,toxic,toxic,toxic
1656432319757004800,91882544,ALM - Crossing,C1-1,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1288577854461169666,1204930164389556224,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1656480071459254273,930212715422998400,ALM - Crossing,C1-1,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1657142728612872192,1544408838308171776,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1655659554191843339,875856268056969216,ALM - Crossing,C1-1,toxic,non-toxic,toxic,toxic,non-toxic
1654794400923254786,1367531,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655962479338598406,1572972066445328384,ALM - Crossing,C7-2,toxic,toxic,toxic,toxic,toxic
1655490550093471744,1594099491023593472,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653589708499296257,1638707182731509760,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1654008891347435521,1378928868204023808,ALM - Crossing,C5-1,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657316298680934401,722701984160182272,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1655296994410221570,1595261590416269312,ALM - Crossing,C5-1,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653435946094690313,711667461414916096,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654893914321563648,841643884425969664,ALM - Crossing,C1-1,toxic,non-toxic,toxic,toxic,toxic
1653616960909844480,1677256254,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1309851270551875584,592730371,ALM - Crossing,C1-1,non-toxic,toxic,toxic,toxic,toxic
1652721488242302976,1637507099558027264,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1652957595429216257,1178829710186467328,ALM - Crossing,C5-2,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655718276259823628,3435620499,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,non-toxic
1655263219429302273,35809936,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1652828098306658304,1047700189010649216,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653733876416512003,1500129642,ALM - Crossing,C1-1,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1653546196651110400,1367531,ALM - Crossing,C1-1,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1654003668600115202,1588202453865885696,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1652072143369191425,1639446827060588288,ALM - Crossing,C5-1,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654095806704545792,1246805790775816192,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655553078706290689,893112575684202496,ALM - Crossing,C7-1,toxic,non-toxic,toxic,toxic,toxic
1657059227435687936,1094742534348251136,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654138458695237632,1381451758489071616,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1655578974490095616,1571613241272565760,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1657574496289853441,1174643839379726336,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1655920907255177219,455264233,ALM - Crossing,C5-2,toxic,non-toxic,toxic,toxic,toxic
1656297909455929344,1246532259181625088,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1661682955700281345,1635345241543720960,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,non-toxic
1266908323699277824,2835451658,ALM - Crossing,C1-1,toxic,toxic,non-toxic,toxic,non-toxic
1656757406120964117,18266688,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653982462194638851,1353165999961477120,ALM - Crossing,C1-2,non-toxic,toxic,toxic,toxic,toxic
1655709087768748032,608289405,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1655307034764492800,1298333980329213952,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1657390412699410434,1604157369369464832,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1621572152360140806,1552795969959636992,ALM - Crossing,C1-3,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656472744362639363,358545917,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654190802715791362,974709862746771584,ALM - Crossing,C7-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1653375674558676992,802297219919605760,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1655332116819853313,762366474,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1655341146825195520,850246372208988160,ALM - Crossing,C1-3,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1655216814807285763,1616144127778750464,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,non-toxic
1653958962654445569,1268269289318035712,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656123774369169409,292929271,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1654246625798234113,1608684906254589952,ALM - Crossing,C1-3,toxic,toxic,toxic,toxic,toxic
1652038725566881792,1227799690579717888,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653733547272798211,1517884455993561088,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1628839613111443457,1227799690579717888,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655920464571645953,1043185714437992448,ALM - Crossing,C1-1,toxic,non-toxic,toxic,toxic,non-toxic
1654346039938383872,30122242,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1654510802114875394,292929271,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655882527289012224,883280690179063808,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1654951185957236736,1361744068066353152,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655970630569697280,601535938,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657074982478807052,15212187,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656034853807177728,262375914,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1654548821651628034,1072207543730982784,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,non-toxic
1653156182696009728,1522626476478185472,ALM - Crossing,C7-1,toxic,toxic,toxic,toxic,toxic
1406994930615177220,55329156,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1653482035011264514,28614262,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655838491794702336,1186581426738728960,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1652068625967087617,1456959689938415616,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653571390996348929,18856867,ALM - Crossing,C1-1,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1657868349122985985,262749118,ALM - Crossing,C1-2,toxic,toxic,non-toxic,toxic,non-toxic
1653466198850564097,18282134,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1657863255380078593,156147230,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654553131999698944,1361621109741785088,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1653669982306197504,112684779,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1656656633823473666,1194190273,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1656480127197368320,940430173517811584,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657742065743060993,1540801186298826752,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656952432885133318,232901331,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1653801449992728588,39344374,ALM - Crossing,C1-1,non-toxic,toxic,toxic,toxic,toxic
1656467578926112768,191871143,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1656490137922961408,1072545296322826240,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1631076696874004487,856162158845059072,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,non-toxic
1650162607377252352,707278892801765376,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1653957954024898560,1288319695658135552,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1654078289311420417,1611023523295764480,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657052141310050304,1340534817776148480,ALM - Crossing,C7-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653876434350354432,1448659775848214528,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1653853647212621826,1540662072,ALM - Crossing,C1-3,toxic,toxic,toxic,toxic,non-toxic
1660835129764335617,1506887575587463168,ALM - Crossing,C7-2,toxic,toxic,toxic,toxic,toxic
1655605373523357702,41634520,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1654883332646137859,2683448510,ALM - Crossing,C1-3,toxic,toxic,toxic,toxic,toxic
1655586029397475333,280128839,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,toxic
1655580672566738947,55329156,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653774911607906306,896466491587080192,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1516940422651723784,2835451658,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1656366638155853841,739610364975808512,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1654843098449469441,1570786586597507072,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1654494527846076421,1599209226857062400,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,non-toxic
1655016612901036032,1558263729913053184,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
