tweet_id,user_id,camp_type,community,label
1655593322394660867,1070152308397199360,BLM - Bound,C2-1,toxic
1656651046586916864,17689798,BLM - Bound,C2-2,toxic
1655729792765788161,560392870,ALM - Bound,C5-2,toxic
1654265123442429952,1589705711021613056,BLM - Bound,C3-2,toxic
1654224297244729344,74772716,BLM - Bound,C3-1,toxic
1655222832950046720,781869059805745152,ALM - Bound,C1-1,toxic
1661593075683143680,838254588985753600,BLM - Bound,C3-2,toxic
1659136675866443776,1411661006569459712,ALM - Crossing,C1-1,toxic
1655254225147039744,3276415423,BLM - Bound,C2-2,toxic
1657354108263895040,1399046984,BLM - Bound,C3-2,toxic
1653617670921527298,342939042,BLM - Crossing,C6-2,toxic
1657010885364273152,1273967111149322240,BLM - Bound,C3-1,toxic
1658671848593170433,1619356647536709632,ALM - Bound,C1-1,toxic
1661914879744262144,1031230214,BLM - Bound,C3-1,toxic
1657917411482386434,1595678150985486336,ALM - Bound,C7-2,toxic
1655731816836284424,1040951456352886784,BLM - Bound,C3-2,toxic
1661177739771015169,1518964349041356800,ALM - Bound,C1-1,toxic
1655700709424201728,1594051009998770176,ALM - Crossing,C1-1,toxic
1655700614545039364,1088232077542092800,BLM - Bound,C3-2,toxic
1658125869133574144,51605151,ALM - Bound,C1-1,toxic
1654438956157599746,2590249656,ALM - Bound,C1-1,toxic
1655385871657336832,1426007779781844992,ALM - Bound,C7-2,toxic
1653405627614388225,1567988883891027968,BLM - Crossing,C3-2,toxic
1654957233921196032,321910185,ALM - Crossing,C1-2,toxic
1657177388025888770,432194598,BLM - Bound,C2-2,toxic
1655653753440051225,385162111,BLM - Crossing,C3-2,toxic
1653831684234551323,1593674469075304448,ALM - Bound,C7-2,toxic
1654200079404908545,904441159988252800,BLM - Crossing,C6-2,toxic
1655556984786022400,162261875,BLM - Crossing,C3-2,toxic
1658036388011335680,2747563968,ALM - Bound,C1-1,toxic
1659547046687170562,1375519903269150720,ALM - Bound,C1-1,toxic
1653929306073239557,1538662558332514304,ALM - Bound,C5-1,toxic
1655744675918036992,3937263083,BLM - Crossing,C3-2,toxic
1657008810484178948,885814184,BLM - Bound,C2-2,toxic
1657787934865788928,18118071,BLM - Crossing,C3-1,toxic
1654098927522594838,219860642,BLM - Bound,C6-1,toxic
1658489336692867072,43370229,BLM - Bound,C2-2,toxic
1664024883431460866,707918348034707456,BLM - Bound,C2-2,toxic
1527865104896753664,235841871,ALM - Crossing,C1-1,toxic
1658220087034232832,1657119272097775616,BLM - Bound,C3-1,toxic
1655503563253075968,1269774706275729408,BLM - Bound,C3-1,toxic
1658498545476063233,279835507,BLM - Bound,C3-2,toxic
1658589696497156096,1657339952584093696,ALM - Bound,C1-1,toxic
1655006443450368000,1296525551134552064,ALM - Bound,C7-2,toxic
1654288096563802113,909901,BLM - Bound,C2-1,toxic
1655555348533526528,859155923541135360,ALM - Bound,C1-2,toxic
1654465568454615041,1604118759370653696,ALM - Bound,C1-1,toxic
1655403961799569408,241911612,BLM - Bound,C2-2,toxic
1663973490318544897,1614272192430362624,ALM - Bound,C7-1,toxic
1662898028091703297,503915120,ALM - Bound,C1-1,toxic
1656290314989043712,273518641,ALM - Bound,C7-1,toxic
1653790070166417411,817132636229562368,BLM - Crossing,C2-2,toxic
1658031974613757952,797278009,ALM - Crossing,C1-1,toxic
1655731490297184258,367271007,BLM - Bound,C2-2,toxic
1656711924158021653,1571534193816965120,BLM - Crossing,C6-1,toxic
1655734705130438657,1532032156637306880,ALM - Bound,C1-2,toxic
1657005700332105730,1708412628,BLM - Crossing,C6-2,toxic
1655771727643697153,106848315,BLM - Crossing,C6-1,toxic
1655238115148066816,17396405,BLM - Bound,C2-2,toxic
1655399051393921024,1499805646652264448,ALM - Crossing,C1-2,toxic
1657952479034634240,1319630649863688192,ALM - Bound,C1-1,toxic
1658766012009926656,2378324935,BLM - Bound,C3-1,toxic
1654912822097383424,1057006227656400768,BLM - Bound,C3-1,toxic
1655605761626763266,1029653608084566016,ALM - Bound,C1-2,toxic
1655317569119879169,3313855843,BLM - Bound,C2-2,toxic
1655718890599530497,1586042868841553920,ALM - Bound,C7-1,toxic
1661227604832055297,1462483153298333696,BLM - Crossing,C6-2,toxic
1656726839908261888,948420547217690624,BLM - Bound,C2-1,toxic
1654609476085862400,1569036233875103488,ALM - Crossing,C1-1,toxic
1659538027658596355,1553714649450921984,BLM - Bound,C3-2,toxic
1657519256614109184,1136775260534189952,BLM - Bound,C2-1,toxic
1661555971972534273,1608603823,ALM - Bound,C1-1,toxic
1656303293449097218,88030211,BLM - Crossing,C3-1,toxic
1662796799973916672,1586107090233196288,ALM - Bound,C1-1,toxic
1654197028283617281,1519041932990758912,ALM - Bound,C1-2,toxic
1657904445194108929,350129163,BLM - Bound,C2-2,toxic
1654220044958838784,1544367493531287552,BLM - Bound,C6-1,toxic
1655346679795834880,49524978,ALM - Bound,C5-1,toxic
1651641236174807061,408902268,BLM - Crossing,C2-2,toxic
1657938842744233984,3327340341,ALM - Bound,C1-1,toxic
1657525825611128832,1475258315638726912,ALM - Crossing,C1-2,toxic
1654998287525744640,1390735498960801792,ALM - Bound,C1-2,toxic
1658036382026088448,48143720,BLM - Bound,C3-2,toxic
1663318772566859778,15666343,BLM - Bound,C2-1,toxic
1655744091475304449,809359548,BLM - Bound,C2-2,toxic
1654174083209101329,1831255122,BLM - Bound,C3-1,toxic
1655424340618526720,508437782,BLM - Bound,C3-1,toxic
1657971332317937665,415256531,BLM - Bound,C3-1,toxic
1655730639449231361,882495356868493312,ALM - Bound,C1-2,toxic
1656149256250572800,1638151420045082624,ALM - Crossing,C7-2,toxic
1655394285557096454,1574889262897668096,ALM - Bound,C5-1,toxic
1655998427673632799,95302483,BLM - Crossing,C6-2,toxic
1656881640314920960,1157465918370459648,BLM - Bound,C2-2,toxic
1654007643566923776,488236286,ALM - Crossing,C7-1,toxic
1661575503084654592,1010683587560001536,ALM - Bound,C1-1,toxic
1655661960585682962,400436068,BLM - Bound,C2-2,toxic
1653659997480562688,2360386916,BLM - Bound,C2-1,toxic
1660231065296855040,317724704,BLM - Bound,C3-1,toxic
1655628404262326277,1597450740469202944,ALM - Bound,C1-1,toxic
1656043860135649281,1190454822454980608,BLM - Bound,C3-3,toxic
1655781984126246913,514454206,BLM - Bound,C6-1,toxic
1659276762558103552,847503984,ALM - Bound,C1-1,toxic
1655287103478018049,81116477,ALM - Bound,C1-1,toxic
1655828826654482432,1441881762783588352,ALM - Bound,C1-3,toxic
1657898022355779584,1519040421317558272,ALM - Bound,C1-1,toxic
1655041853794709505,1071636764215951360,ALM - Crossing,C1-1,toxic
1657924729640976384,1375226773097623552,BLM - Bound,C3-1,toxic
1657705892320784384,1594076992315437056,ALM - Bound,C1-1,toxic
1655706026010722304,1599539289334992896,ALM - Bound,C1-1,toxic
1658647207992590338,1601738495759974400,BLM - Bound,C3-1,toxic
1658250758951714816,1418463201457475584,BLM - Bound,C6-1,toxic
1663294984156598272,2763885192,ALM - Bound,C5-2,toxic
1658786414564188162,775762151537537024,ALM - Bound,C1-1,toxic
1655334486379249664,34334773,ALM - Bound,C1-1,toxic
1660112547184271360,1461515340337221632,BLM - Bound,C2-1,toxic
1656768085897129984,1117545887155146752,BLM - Bound,C3-1,toxic
1658287147663740933,2196512865,BLM - Bound,C3-1,toxic
1652865402282672130,3138046333,BLM - Bound,C3-1,toxic
1657384000829419520,1479247623005650944,BLM - Bound,C3-3,toxic
1656091062962647041,1623809372852826112,BLM - Bound,C3-1,toxic
1657920218772000769,523924124,BLM - Bound,C3-2,toxic
1655407137395179520,2561992290,ALM - Bound,C1-1,toxic
1654932210300993537,40089945,BLM - Bound,C3-1,toxic
1662869391355281408,1631051205471539200,ALM - Bound,C1-1,toxic
1655029228642115584,925268595436789760,ALM - Crossing,C1-1,toxic
1655652524970627072,1384239354885799936,BLM - Bound,C3-1,toxic
1656038578713968642,1569017881098158080,BLM - Bound,C3-1,toxic
1658608912499634177,1495890539929120768,ALM - Crossing,C1-1,toxic
1655125993978249216,62147616,ALM - Crossing,C1-1,toxic
1655613003218264070,1198424264812171264,BLM - Bound,C3-3,toxic
1655427089485516802,1637089413917290496,BLM - Bound,C3-1,toxic
1662670310905085952,1656025076553138176,BLM - Bound,C2-1,toxic
1655975978068213785,1281998654723612672,ALM - Crossing,C1-1,toxic
1656323369904553988,1129116049117523968,BLM - Bound,C3-2,toxic
1656352553284808704,871690681655455744,BLM - Crossing,C4-2,toxic
1655681850331807744,19654801,ALM - Bound,C5-2,toxic
1654524979181125633,1317559451042385920,BLM - Bound,C2-1,toxic
1658089578933407745,16503453,BLM - Crossing,C3-2,toxic
1655578590505840640,1438465408328163328,BLM - Bound,C3-1,toxic
1655528292160798720,1446686643683954688,BLM - Bound,C3-2,toxic
1656278025460150276,3104759578,BLM - Crossing,C3-2,toxic
1655198536143609859,44503810,BLM - Bound,C3-1,toxic
1654982168752402433,1306044682460421888,BLM - Bound,C2-2,toxic
1655658769244626951,1542258533982511104,BLM - Bound,C3-1,toxic
1656326986359250945,1567207224895848448,BLM - Bound,C2-1,toxic
1658419927508721665,1597052571553759232,ALM - Bound,C1-2,toxic
1655640783012110341,929704981,BLM - Bound,C3-3,toxic
1654936745119567873,2324322164,BLM - Bound,C3-1,toxic
1655681675223879681,1514653111062863872,BLM - Bound,C2-2,toxic
1654186930026758146,1256830476070850560,ALM - Bound,C1-2,toxic
1655440635598602240,2767095967,BLM - Bound,C3-1,toxic
1655298484680163328,25191678,ALM - Crossing,C1-1,toxic
1655354376498692101,4790073198,ALM - Crossing,C1-2,toxic
1653920060283535361,1280172830,BLM - Bound,C2-1,toxic
1655805733772967936,1095298154633805824,ALM - Bound,C1-2,toxic
1654543082350686211,1588239988101156864,ALM - Bound,C1-1,toxic
1655641073358888960,3548525477,BLM - Bound,C3-1,toxic
1655541324093743109,441118301,ALM - Bound,C1-2,toxic
1660870277964677121,321424102,BLM - Bound,C6-1,toxic
1658925259628707840,1460979356281544704,BLM - Bound,C2-1,toxic
1655074598357016582,1506887575587463168,ALM - Crossing,C7-2,toxic
1658257806989074433,1328120756086075392,BLM - Bound,C3-1,toxic
1655716043371708418,1302409337709760512,BLM - Bound,C3-1,toxic
1654329002902028288,3276863455,BLM - Bound,C6-1,toxic
1657585335583510530,1038208751218520064,BLM - Crossing,C3-1,toxic
1655344283585597442,44881656,BLM - Crossing,C3-2,toxic
1661869920823517190,1550645640060878848,BLM - Bound,C2-2,toxic
1656328105311756290,2848018454,BLM - Bound,C2-2,toxic
1655070644491677696,732394348805914624,BLM - Bound,C2-1,toxic
1658463744546992128,1047453954391592960,BLM - Bound,C3-1,toxic
1655353252395753476,1511354603312398336,ALM - Bound,C1-2,toxic
1658090533665878016,1591441117949591552,ALM - Bound,C1-1,toxic
1656699778577883138,426350796,BLM - Bound,C6-1,toxic
1654531256757911570,753295350945972224,BLM - Bound,C2-1,toxic
1662119448411770882,384690088,BLM - Bound,C6-1,toxic
1656404656459771905,3074121595,BLM - Bound,C3-1,toxic
1657983143822118912,2867811770,ALM - Crossing,C1-1,toxic
1655666098665148416,863357977364922368,BLM - Bound,C3-1,toxic
1663542194047729664,1644204263193604096,BLM - Bound,C2-1,toxic
1654934510465871873,946669619539976192,BLM - Crossing,C6-2,toxic
1658915474107940864,73565735,BLM - Bound,C2-1,toxic
1655325647198208000,706984184070463488,ALM - Bound,C1-1,toxic
1655035960319520770,2148209208,BLM - Bound,C2-2,toxic
1657146112204046336,4410494173,BLM - Bound,C6-1,toxic
1656415066374418432,23871907,BLM - Bound,C3-1,toxic
1656742754758672385,781536462923784192,ALM - Bound,C5-2,toxic
1661327348061417473,1589234356094107648,ALM - Bound,C1-1,toxic
1656848064705884161,318060176,BLM - Crossing,C2-2,toxic
1657988425251946496,264026647,BLM - Bound,C3-1,toxic
1653051514754146306,30349566,BLM - Crossing,C2-1,toxic
1653888528609329152,91260040,BLM - Bound,C2-1,toxic
1656783972578258946,720776556,BLM - Bound,C3-2,toxic
1661229310139588608,54624827,ALM - Bound,C1-1,toxic
1655512123995308033,504878704,BLM - Bound,C3-1,toxic
1658346150129278978,1334741255465668608,BLM - Bound,C2-1,toxic
1654992953394307074,425496140,ALM - Crossing,C1-1,toxic
1658327436956778498,1196292542175858688,ALM - Bound,C1-1,toxic
1654820306756747266,853358094,BLM - Bound,C3-1,toxic
1661648143413391361,1519714427750305792,ALM - Bound,C1-1,toxic
1656402028946665473,760694335356690432,BLM - Crossing,C3-2,toxic
1654550320297410560,702121286865186816,ALM - Bound,C5-1,toxic
1654109266872074241,95506130,BLM - Bound,C2-1,toxic
1658261568696758272,1218043151396392960,BLM - Bound,C3-2,toxic
1656307852875628544,813588510850633728,BLM - Bound,C3-2,toxic
1656946200002588672,1451478217592918016,ALM - Bound,C5-2,toxic
1654607936256106499,1084951949198458752,BLM - Bound,C6-1,toxic
1658392557942972417,18248894,ALM - Crossing,C1-2,toxic
1655311812936740864,1471054803899797504,ALM - Crossing,C5-1,toxic
1653930336311549953,767604438718644224,ALM - Crossing,C1-2,toxic
1655402922325229568,1620848847265177600,ALM - Bound,C1-2,toxic
1657162379233304583,1509617483489099776,BLM - Bound,C3-2,toxic
1656781705758519298,1169636542026928128,BLM - Bound,C2-2,toxic
1659018535018930178,1537671688409710592,BLM - Bound,C3-1,toxic
1655532587111030785,940450159980314624,BLM - Bound,C2-2,toxic
1658605172975710208,2673396966,ALM - Bound,C5-2,toxic
1654073827591327748,1264022159191494912,ALM - Bound,C7-1,toxic
1655803015285096450,1419147783039237888,BLM - Bound,C3-2,toxic
1657577265348108288,1501207514540609536,ALM - Crossing,C1-2,toxic
1657284194995695618,1585853081539026944,ALM - Bound,C1-1,toxic
1655344883748536321,1061021846,BLM - Bound,C3-1,toxic
1653725740997701633,890917819415658496,BLM - Crossing,C6-1,toxic
1654626544235552768,4849247297,ALM - Bound,C5-1,toxic
1655444463731261441,1613557733407526912,BLM - Bound,C2-1,toxic
1656018482683871232,897634614411280384,BLM - Bound,C3-2,toxic
1657529900419493889,2638470127,ALM - Crossing,C1-2,toxic
1661579021723881472,989796410,BLM - Bound,C3-1,toxic
1654535769581576195,1307423415566053376,BLM - Bound,C2-2,toxic
1654339183836528645,4064304879,ALM - Crossing,C5-1,toxic
1655215012644790272,1591556464635674624,ALM - Bound,C5-2,toxic
1661431714235961345,133225929,ALM - Bound,C1-1,toxic
1654127886029430791,2859061596,BLM - Bound,C3-2,toxic
1655313155705143296,1281303947857113088,BLM - Bound,C2-2,toxic
1661730157823152129,1661539003911348224,ALM - Bound,C1-1,toxic
1655020122602631168,1483201066141319168,ALM - Crossing,C5-1,toxic
1657170246384459777,1112660076018520064,BLM - Bound,C3-3,toxic
1657121546324922412,302787533,BLM - Bound,C2-1,toxic
1654603933036183553,1089565227623026816,BLM - Bound,C2-1,toxic
1656023078474850305,1259133202511396864,ALM - Bound,C1-1,toxic
1660035378227601408,425139585,BLM - Bound,C6-1,toxic
1656341914944143368,1460662273207324672,ALM - Crossing,C5-2,toxic
1655660217689083905,51176565,BLM - Bound,C2-2,toxic
1656517912075829248,1585986224179011584,ALM - Bound,C1-1,toxic
1653835548077727763,605478050,BLM - Crossing,C2-2,toxic
1656317265191510018,1383127937155760128,BLM - Bound,C2-1,toxic
1653065536983683072,272196949,BLM - Bound,C3-2,toxic
1660267071383433218,1586140100878270464,ALM - Bound,C1-1,toxic
1654189242795413510,631124619,BLM - Bound,C3-1,toxic
1654531191339634690,1537225604554031104,ALM - Crossing,C7-2,toxic
1653390019141197825,190171995,BLM - Bound,C6-1,toxic
1653707559054761985,1636685734315802624,ALM - Bound,C1-1,toxic
1653930081104850944,825762257434976256,ALM - Crossing,C7-2,toxic
1658188050785001504,3171453715,BLM - Bound,C2-1,toxic
1656412790410686465,1142021069630529536,BLM - Bound,C2-2,toxic
1655315989968420866,1646759616192159488,ALM - Bound,C1-1,toxic
1656615475751550977,971536182969384960,BLM - Crossing,C3-2,toxic
1654333601524207618,1053690662,BLM - Bound,C3-2,toxic
1657450296291762176,16807304,BLM - Bound,C3-2,toxic
1653459206236717070,1520170871910019072,BLM - Crossing,C3-2,toxic
1655929762819473410,1530923842268545024,ALM - Bound,C5-2,toxic
1655328918797271040,1587956830302519296,ALM - Bound,C5-2,toxic
1658284804356308999,118402528,ALM - Bound,C1-1,toxic
1653444909716602881,1664160414,ALM - Crossing,C5-2,toxic
1654399025628471297,1334719004741672960,BLM - Bound,C2-1,toxic
1653596124358254601,999396496469626752,ALM - Crossing,C1-1,toxic
1654503738243969032,1173962788248739840,ALM - Crossing,C1-1,toxic
1655033950459265025,1365638522246414336,ALM - Bound,C1-1,toxic
1654113309010870273,538334192,BLM - Bound,C3-1,toxic
1655979308341420032,1613512990162145280,BLM - Bound,C3-1,toxic
1655326886472318976,9466892,ALM - Crossing,C1-1,toxic
1652856381441966083,364539092,BLM - Bound,C3-2,toxic
1656452816485924866,752493879727837184,BLM - Bound,C3-2,toxic
1655718614576635905,1517164470,BLM - Bound,C6-1,toxic
1655660915696496640,3291055667,ALM - Bound,C5-2,toxic
1653055524177420288,822222080615874560,ALM - Bound,C1-1,toxic
1656695758270132224,20702846,BLM - Bound,C6-2,toxic
1657098210060427271,708149495,BLM - Bound,C6-1,toxic
1658995779623702531,801972556714475520,BLM - Bound,C3-1,toxic
1655508600645615616,1185257643146956800,BLM - Bound,C3-1,toxic
1660215874685378560,371082634,BLM - Bound,C2-1,toxic
1658073933638238218,1385377026044006400,ALM - Bound,C5-1,toxic
1655317655946133504,1529190288115175424,BLM - Bound,C3-1,toxic
1653325742246174721,1518812866408861696,ALM - Bound,C5-1,toxic
1655310950088466433,1023698540214796416,BLM - Bound,C3-3,toxic
1655602853489123328,1480008986363666432,ALM - Crossing,C1-1,toxic
1653982913904386050,1516703689100210176,BLM - Crossing,C2-2,toxic
1653946494930546690,1512152238134743040,ALM - Bound,C5-1,toxic
1655628942152286208,555395202,BLM - Bound,C2-2,toxic
1660375297592643585,1586273373751066624,ALM - Bound,C1-1,toxic
1658177873088499712,35087028,BLM - Bound,C3-1,toxic
1653242250875269120,459149497,ALM - Bound,C5-2,toxic
1655690081271787523,1080496852238246016,ALM - Bound,C1-1,toxic
1654153047369555969,854043753148858368,BLM - Bound,C2-1,toxic
1655182274185363456,1611064844584685568,ALM - Bound,C1-1,toxic
1655749844877672448,848518471,BLM - Bound,C3-1,toxic
1658595411140153344,1309501204171337728,ALM - Crossing,C1-1,toxic
1653898672541663232,1612836884194942976,ALM - Bound,C1-1,toxic
1656346086062309378,1360029489628127232,BLM - Bound,C3-2,toxic
1654481230895939584,1603078695429804032,ALM - Crossing,C1-1,toxic
1656103434133577730,1577670997087600640,BLM - Bound,C4-3,toxic
1655977999806734336,829322185823092736,ALM - Bound,C7-1,toxic
1657431353577676802,1311284032710336512,BLM - Crossing,C3-2,toxic
1655519899916042242,335393795,ALM - Crossing,C1-3,toxic
1655519844580614144,817842478808240128,ALM - Bound,C5-2,toxic
1654135650088546305,87371781,BLM - Crossing,C2-1,toxic
1654502272754151425,1636356389923704832,ALM - Bound,C7-1,toxic
1656221072197398529,302665348,ALM - Crossing,C5-2,toxic
1656220715517968386,1550494808325627904,ALM - Crossing,C5-1,toxic
1655982556792123393,1179042312002899968,BLM - Crossing,C6-2,toxic
1658186318776606720,1653135305329745920,ALM - Bound,C7-2,toxic
1658294013995397121,735032020322164736,BLM - Bound,C3-1,toxic
1655599007865921541,909132816495112192,ALM - Bound,C1-1,toxic
1657192585759281153,1315751725891047424,ALM - Crossing,C1-1,toxic
1653352959944605698,1107703088079687552,BLM - Bound,C3-1,toxic
1656158382724886528,1278491701,ALM - Bound,C1-1,toxic
1655330706245943296,886879417,ALM - Bound,C1-1,toxic
1655619376798658560,24841259,ALM - Bound,C1-1,toxic
1657379945285570562,1489759514056224768,ALM - Bound,C7-2,toxic
1658666555633180672,1302012787716222976,BLM - Crossing,C3-2,toxic
1654862323301990400,1395033337014722560,BLM - Crossing,C2-1,toxic
1657349946029350912,1067787516764450816,BLM - Bound,C3-2,toxic
1655618092809039874,1518802427088183296,ALM - Crossing,C1-2,toxic
1655625352696279044,768140059497365504,BLM - Bound,C3-1,toxic
1655829560972255232,176326645,BLM - Crossing,C3-2,toxic
1657740985688899584,22311924,ALM - Crossing,C1-2,toxic
1655611649842196484,2372023033,BLM - Bound,C2-2,toxic
1660034056350826500,425139585,BLM - Bound,C6-1,toxic
1653797363658665989,2832039133,BLM - Bound,C2-2,toxic
1659200094040899586,290028823,BLM - Crossing,C3-1,toxic
1655377735714234368,1433220731215699968,ALM - Bound,C1-1,toxic
1659621007181660171,210196091,ALM - Bound,C1-2,toxic
1661381783093485569,1417629205316112384,ALM - Bound,C1-3,toxic
1656407372984614914,996823467604537216,ALM - Crossing,C5-2,toxic
1655704587859529729,2922357674,ALM - Crossing,C1-2,toxic
1658167109694767107,1350900117801480192,ALM - Bound,C1-1,toxic
1654099502880415746,1594684825012690944,ALM - Crossing,C5-1,toxic
1657122115420852225,905919621361831936,BLM - Bound,C2-1,toxic
1653739972115963904,1264010633139425280,BLM - Bound,C2-1,toxic
1655957548430950402,1163838634325397504,BLM - Bound,C3-2,toxic
1654630999752310785,417096525,BLM - Bound,C6-1,toxic
1654083319083016194,1435048231025717248,ALM - Bound,C1-2,toxic
1659969229083295744,888503349028560896,ALM - Crossing,C1-1,toxic
1655076693315563525,752274097619382272,ALM - Crossing,C1-1,toxic
1654248476098588675,957753819265413248,BLM - Crossing,C2-2,toxic
1657027700610007041,981957208509264000,BLM - Bound,C3-2,toxic
1655437662101143556,1537891781026582528,ALM - Crossing,C1-1,toxic
1653526786716606464,2756585388,BLM - Crossing,C3-2,toxic
1654263199967985664,3191535433,BLM - Bound,C2-1,toxic
1656870468811407363,284506687,BLM - Bound,C2-2,toxic
1657395079466680321,1567230655649530112,ALM - Bound,C5-2,toxic
1656284989909000193,1644167082,BLM - Bound,C3-1,toxic
1660129696540139522,28820025,ALM - Bound,C1-1,toxic
1121894837291188225,726936092746743808,ALM - Bound,C1-1,toxic
1653192368483454977,334809128,ALM - Bound,C1-1,toxic
1655875300872339457,845539584,BLM - Bound,C3-1,toxic
1655228364343455745,1109145312227217408,ALM - Bound,C5-1,toxic
1654100881573380099,751965411940438016,BLM - Bound,C3-3,toxic
